customer_id,product_id,purchase_count
CUST000016,PROD00184,1
CUST000016,PROD00232,1
CUST000016,PROD00276,1
CUST000016,PROD00278,1
CUST000016,PROD00487,1
CUST000017,PROD00028,1
CUST000017,PROD00191,1
CUST000017,PROD00238,1
CUST000017,PROD00267,1
CUST000017,PROD00300,1
CUST000017,PROD00310,1
CUST000017,PROD00319,1
CUST000017,PROD00326,1
CUST000017,PROD00373,1
CUST000017,PROD00379,2
CUST000017,PROD00385,1
CUST000018,PROD00152,1
CUST000018,PROD00448,1
CUST000019,PROD00007,1
CUST000019,PROD00125,1
CUST000019,PROD00167,1
CUST000019,PROD00214,1
CUST000019,PROD00263,1
CUST000019,PROD00268,1
CUST000019,PROD00386,1
CUST000020,PROD00070,1
CUST000020,PROD00076,1
CUST000020,PROD00077,1
CUST000020,PROD00101,1
CUST000020,PROD00130,1
CUST000020,PROD00142,1
CUST000020,PROD00160,1
CUST000020,PROD00163,1
CUST000020,PROD00190,1
CUST000020,PROD00193,1
CUST000020,PROD00206,1
CUST000020,PROD00365,1
CUST000020,PROD00368,1
CUST000020,PROD00377,1
CUST000020,PROD00416,1
CUST000020,PROD00439,1
CUST000021,PROD00034,1
CUST000021,PROD00139,1
CUST000021,PROD00437,1
CUST000022,PROD00071,1
CUST000022,PROD00116,1
CUST000022,PROD00150,1
CUST000022,PROD00212,1
CUST000022,PROD00238,1
CUST000022,PROD00283,1
CUST000022,PROD00408,1
CUST000023,PROD00062,1
CUST000023,PROD00101,1
CUST000023,PROD00135,1
CUST000023,PROD00143,1
CUST000023,PROD00186,1
CUST000023,PROD00244,1
CUST000023,PROD00263,1
CUST000023,PROD00337,1
CUST000023,PROD00349,1
CUST000023,PROD00438,1
CUST000023,PROD00495,1
CUST000023,PROD00499,1
CUST000024,PROD00041,1
CUST000024,PROD00154,1
CUST000024,PROD00234,1
CUST000024,PROD00259,1
CUST000024,PROD00408,1
CUST000024,PROD00414,1
CUST000025,PROD00016,1
CUST000025,PROD00047,1
CUST000025,PROD00232,1
CUST000025,PROD00295,1
CUST000025,PROD00443,1
CUST000025,PROD00483,1
CUST000026,PROD00017,1
CUST000026,PROD00048,1
CUST000026,PROD00138,1
CUST000026,PROD00146,1
CUST000026,PROD00176,1
CUST000026,PROD00402,1
CUST000026,PROD00403,1
CUST000027,PROD00120,1
CUST000027,PROD00164,1
CUST000027,PROD00176,1
CUST000027,PROD00334,1
CUST000028,PROD00007,1
CUST000028,PROD00061,1
CUST000028,PROD00071,1
CUST000028,PROD00079,1
CUST000028,PROD00089,1
CUST000028,PROD00130,1
CUST000028,PROD00134,1
CUST000028,PROD00152,1
CUST000028,PROD00153,1
CUST000028,PROD00256,1
CUST000028,PROD00258,1
CUST000028,PROD00289,1
CUST000028,PROD00347,1
CUST000028,PROD00390,1
CUST000028,PROD00413,1
CUST000028,PROD00426,1
CUST000028,PROD00476,1
CUST000029,PROD00147,1
CUST000029,PROD00283,1
CUST000029,PROD00378,1
CUST000029,PROD00426,1
CUST000030,PROD00143,1
CUST000031,PROD00025,1
CUST000031,PROD00034,1
CUST000031,PROD00041,1
CUST000031,PROD00073,1
CUST000031,PROD00098,1
CUST000031,PROD00100,1
CUST000031,PROD00193,1
CUST000031,PROD00448,1
CUST000031,PROD00497,1
CUST000032,PROD00032,1
CUST000032,PROD00087,1
CUST000032,PROD00399,1
CUST000032,PROD00483,1
CUST000033,PROD00024,1
CUST000033,PROD00214,1
CUST000033,PROD00234,1
CUST000033,PROD00252,1
CUST000033,PROD00263,1
CUST000033,PROD00346,1
CUST000033,PROD00467,1
CUST000033,PROD00488,1
CUST000034,PROD00089,1
CUST000034,PROD00112,1
CUST000034,PROD00163,1
CUST000034,PROD00172,1
CUST000034,PROD00293,1
CUST000034,PROD00356,1
CUST000034,PROD00445,1
CUST000034,PROD00477,1
CUST000035,PROD00391,1
CUST000036,PROD00364,1
CUST000036,PROD00372,1
CUST000036,PROD00423,1
CUST000037,PROD00017,1
CUST000037,PROD00040,1
CUST000037,PROD00055,1
CUST000037,PROD00158,1
CUST000037,PROD00174,1
CUST000037,PROD00188,1
CUST000037,PROD00206,1
CUST000037,PROD00341,1
CUST000037,PROD00344,1
CUST000037,PROD00356,1
CUST000037,PROD00362,1
CUST000037,PROD00419,1
CUST000037,PROD00455,1
CUST000037,PROD00457,1
CUST000037,PROD00479,1
CUST000037,PROD00480,1
CUST000038,PROD00012,1
CUST000038,PROD00027,1
CUST000038,PROD00122,1
CUST000038,PROD00139,1
CUST000038,PROD00222,1
CUST000038,PROD00224,1
CUST000038,PROD00240,1
CUST000038,PROD00257,1
CUST000038,PROD00326,1
CUST000038,PROD00335,1
CUST000038,PROD00343,1
CUST000038,PROD00391,1
CUST000038,PROD00392,1
CUST000038,PROD00406,1
CUST000038,PROD00417,1
CUST000038,PROD00425,1
CUST000039,PROD00042,1
CUST000039,PROD00049,1
CUST000039,PROD00082,1
CUST000039,PROD00191,1
CUST000039,PROD00281,1
CUST000039,PROD00343,1
CUST000039,PROD00438,1
CUST000040,PROD00131,1
CUST000040,PROD00306,1
CUST000041,PROD00081,1
CUST000041,PROD00301,1
CUST000042,PROD00038,1
CUST000042,PROD00108,1
CUST000043,PROD00296,1
CUST000043,PROD00395,1
CUST000043,PROD00497,1
CUST000044,PROD00049,1
CUST000044,PROD00094,1
CUST000044,PROD00118,1
CUST000044,PROD00144,1
CUST000044,PROD00284,1
CUST000044,PROD00326,1
CUST000044,PROD00327,1
CUST000044,PROD00431,1
CUST000045,PROD00028,1
CUST000045,PROD00105,1
CUST000045,PROD00144,1
CUST000045,PROD00268,1
CUST000045,PROD00280,1
CUST000045,PROD00319,1
CUST000045,PROD00347,1
CUST000045,PROD00365,1
CUST000045,PROD00384,1
CUST000045,PROD00426,1
CUST000046,PROD00171,1
CUST000046,PROD00241,1
CUST000046,PROD00373,1
CUST000046,PROD00446,1
CUST000046,PROD00463,1
CUST000046,PROD00477,1
CUST000047,PROD00083,1
CUST000047,PROD00128,1
CUST000047,PROD00155,1
CUST000047,PROD00167,1
CUST000047,PROD00298,1
CUST000047,PROD00342,2
CUST000047,PROD00378,1
CUST000047,PROD00448,1
CUST000047,PROD00473,1
CUST000048,PROD00070,1
CUST000048,PROD00095,1
CUST000048,PROD00355,1
CUST000048,PROD00377,1
CUST000048,PROD00487,1
CUST000049,PROD00066,1
CUST000049,PROD00067,1
CUST000049,PROD00079,1
CUST000049,PROD00342,1
CUST000050,PROD00377,1
CUST000050,PROD00451,1
CUST000051,PROD00340,1
CUST000051,PROD00377,1
CUST000052,PROD00010,1
CUST000052,PROD00176,1
CUST000052,PROD00294,1
CUST000052,PROD00346,1
CUST000053,PROD00030,1
CUST000053,PROD00084,1
CUST000053,PROD00209,1
CUST000053,PROD00217,1
CUST000053,PROD00263,1
CUST000053,PROD00319,1
CUST000053,PROD00323,1
CUST000053,PROD00332,1
CUST000053,PROD00372,1
CUST000053,PROD00411,1
CUST000053,PROD00465,1
CUST000054,PROD00080,1
CUST000054,PROD00201,1
CUST000054,PROD00268,1
CUST000054,PROD00281,1
CUST000054,PROD00300,1
CUST000054,PROD00375,1
CUST000054,PROD00383,1
CUST000054,PROD00407,1
CUST000054,PROD00419,1
CUST000055,PROD00006,1
CUST000055,PROD00125,1
CUST000055,PROD00200,1
CUST000055,PROD00262,1
CUST000055,PROD00313,1
CUST000055,PROD00377,1
CUST000055,PROD00395,1
CUST000055,PROD00432,1
CUST000056,PROD00063,1
CUST000056,PROD00144,1
CUST000056,PROD00154,1
CUST000056,PROD00199,1
CUST000056,PROD00343,1
CUST000056,PROD00471,1
CUST000057,PROD00416,1
CUST000057,PROD00442,1
CUST000058,PROD00136,1
CUST000059,PROD00282,1
CUST000059,PROD00289,1
CUST000059,PROD00442,1
CUST000060,PROD00017,1
CUST000060,PROD00080,1
CUST000060,PROD00194,1
CUST000060,PROD00408,1
CUST000061,PROD00004,1
CUST000061,PROD00195,1
CUST000061,PROD00321,1
CUST000061,PROD00342,1
CUST000061,PROD00376,1
CUST000062,PROD00003,1
CUST000062,PROD00015,1
CUST000062,PROD00049,1
CUST000062,PROD00071,1
CUST000062,PROD00209,1
CUST000062,PROD00215,1
CUST000062,PROD00229,1
CUST000062,PROD00267,1
CUST000062,PROD00272,1
CUST000063,PROD00137,1
CUST000063,PROD00176,1
CUST000063,PROD00311,1
CUST000063,PROD00314,1
CUST000063,PROD00330,1
CUST000063,PROD00422,1
CUST000064,PROD00034,1
CUST000064,PROD00065,1
CUST000064,PROD00099,1
CUST000064,PROD00289,1
CUST000064,PROD00400,1
CUST000064,PROD00427,1
CUST000064,PROD00439,1
CUST000064,PROD00441,1
CUST000065,PROD00001,1
CUST000065,PROD00013,1
CUST000065,PROD00039,1
CUST000065,PROD00049,1
CUST000065,PROD00095,1
CUST000065,PROD00326,1
CUST000066,PROD00055,1
CUST000066,PROD00181,1
CUST000066,PROD00318,1
CUST000066,PROD00328,1
CUST000066,PROD00438,1
CUST000067,PROD00027,1
CUST000067,PROD00046,1
CUST000067,PROD00240,1
CUST000067,PROD00340,1
CUST000067,PROD00342,1
CUST000067,PROD00374,1
CUST000067,PROD00467,1
CUST000068,PROD00163,1
CUST000069,PROD00137,1
CUST000069,PROD00207,1
CUST000069,PROD00231,1
CUST000069,PROD00269,1
CUST000069,PROD00367,1
CUST000069,PROD00378,1
CUST000070,PROD00049,1
CUST000070,PROD00075,1
CUST000070,PROD00153,1
CUST000070,PROD00436,1
CUST000070,PROD00483,1
CUST000071,PROD00005,1
CUST000071,PROD00038,1
CUST000071,PROD00049,1
CUST000071,PROD00105,1
CUST000071,PROD00214,1
CUST000071,PROD00245,1
CUST000071,PROD00325,1
CUST000071,PROD00359,1
CUST000071,PROD00386,1
CUST000071,PROD00415,1
CUST000071,PROD00416,1
CUST000071,PROD00441,1
CUST000071,PROD00485,1
CUST000072,PROD00283,1
CUST000072,PROD00340,1
CUST000072,PROD00474,1
CUST000073,PROD00053,1
CUST000073,PROD00061,1
CUST000073,PROD00091,1
CUST000073,PROD00109,1
CUST000073,PROD00144,1
CUST000073,PROD00174,1
CUST000073,PROD00180,1
CUST000073,PROD00221,1
CUST000073,PROD00285,1
CUST000073,PROD00379,1
CUST000073,PROD00415,1
CUST000073,PROD00474,1
CUST000073,PROD00495,1
CUST000074,PROD00253,1
CUST000074,PROD00413,1
CUST000075,PROD00110,1
CUST000075,PROD00126,1
CUST000075,PROD00229,1
CUST000075,PROD00366,1
CUST000075,PROD00469,1
CUST000076,PROD00037,1
CUST000076,PROD00114,1
CUST000076,PROD00174,1
CUST000076,PROD00211,1
CUST000076,PROD00389,1
CUST000077,PROD00237,1
CUST000078,PROD00040,1
CUST000078,PROD00041,1
CUST000078,PROD00129,1
CUST000079,PROD00195,1
CUST000079,PROD00429,1
CUST000080,PROD00034,1
CUST000080,PROD00064,1
CUST000080,PROD00094,1
CUST000080,PROD00111,1
CUST000080,PROD00155,1
CUST000080,PROD00163,1
CUST000080,PROD00388,1
CUST000081,PROD00045,1
CUST000081,PROD00188,1
CUST000081,PROD00285,1
CUST000081,PROD00493,1
CUST000082,PROD00008,1
CUST000082,PROD00178,1
CUST000082,PROD00300,1
CUST000083,PROD00132,1
CUST000083,PROD00219,1
CUST000083,PROD00406,1
CUST000084,PROD00011,1
CUST000084,PROD00061,1
CUST000084,PROD00072,1
CUST000084,PROD00139,1
CUST000084,PROD00233,1
CUST000084,PROD00277,1
CUST000084,PROD00304,1
CUST000084,PROD00320,1
CUST000084,PROD00494,1
CUST000085,PROD00280,1
CUST000085,PROD00348,1
CUST000086,PROD00115,1
CUST000086,PROD00120,1
CUST000086,PROD00122,1
CUST000086,PROD00181,1
CUST000087,PROD00205,1
CUST000087,PROD00272,1
CUST000087,PROD00381,1
CUST000087,PROD00388,1
CUST000088,PROD00006,1
CUST000088,PROD00029,1
CUST000088,PROD00080,1
CUST000088,PROD00109,1
CUST000088,PROD00271,1
CUST000088,PROD00273,1
CUST000088,PROD00281,1
CUST000088,PROD00490,1
CUST000089,PROD00395,1
CUST000089,PROD00460,1
CUST000090,PROD00044,1
CUST000090,PROD00068,1
CUST000090,PROD00192,1
CUST000090,PROD00225,1
CUST000090,PROD00247,1
CUST000090,PROD00248,1
CUST000090,PROD00407,1
CUST000091,PROD00113,1
CUST000091,PROD00129,1
CUST000091,PROD00205,1
CUST000091,PROD00313,1
CUST000091,PROD00393,1
CUST000091,PROD00484,1
CUST000092,PROD00124,1
CUST000093,PROD00002,2
CUST000093,PROD00052,1
CUST000093,PROD00078,1
CUST000093,PROD00107,1
CUST000093,PROD00142,1
CUST000093,PROD00164,1
CUST000093,PROD00239,1
CUST000093,PROD00321,1
CUST000093,PROD00345,1
CUST000093,PROD00360,1
CUST000093,PROD00391,1
CUST000094,PROD00033,1
CUST000094,PROD00042,1
CUST000094,PROD00044,1
CUST000094,PROD00062,1
CUST000094,PROD00074,1
CUST000094,PROD00075,1
CUST000094,PROD00092,1
CUST000094,PROD00139,1
CUST000094,PROD00162,1
CUST000094,PROD00174,1
CUST000094,PROD00255,1
CUST000094,PROD00465,1
CUST000094,PROD00481,1
CUST000094,PROD00498,1
CUST000095,PROD00014,1
CUST000095,PROD00098,1
CUST000095,PROD00177,1
CUST000095,PROD00252,1
CUST000095,PROD00291,1
CUST000095,PROD00360,1
CUST000095,PROD00432,1
CUST000096,PROD00070,1
CUST000096,PROD00284,1
CUST000096,PROD00326,1
CUST000096,PROD00436,1
CUST000096,PROD00445,1
CUST000097,PROD00219,1
CUST000099,PROD00198,1
CUST000099,PROD00256,1
CUST000099,PROD00298,1
CUST000099,PROD00318,1
CUST000099,PROD00412,1
CUST000100,PROD00019,1
CUST000100,PROD00068,1
CUST000100,PROD00195,1
CUST000100,PROD00382,1
CUST000100,PROD00426,1
CUST000102,PROD00002,1
CUST000102,PROD00052,1
CUST000102,PROD00059,1
CUST000102,PROD00084,1
CUST000102,PROD00105,1
CUST000102,PROD00143,1
CUST000102,PROD00245,1
CUST000102,PROD00277,1
CUST000102,PROD00295,1
CUST000102,PROD00299,1
CUST000102,PROD00352,1
CUST000102,PROD00382,1
CUST000102,PROD00410,1
CUST000102,PROD00453,1
CUST000102,PROD00479,1
CUST000103,PROD00041,1
CUST000103,PROD00059,1
CUST000103,PROD00094,1
CUST000103,PROD00273,1
CUST000103,PROD00289,1
CUST000103,PROD00337,1
CUST000103,PROD00391,1
CUST000103,PROD00439,1
CUST000103,PROD00445,1
CUST000103,PROD00467,1
CUST000104,PROD00095,1
CUST000105,PROD00043,1
CUST000105,PROD00091,1
CUST000105,PROD00098,1
CUST000105,PROD00190,1
CUST000105,PROD00268,1
CUST000105,PROD00280,1
CUST000105,PROD00356,1
CUST000105,PROD00368,1
CUST000105,PROD00482,1
CUST000106,PROD00042,1
CUST000106,PROD00089,1
CUST000106,PROD00146,1
CUST000106,PROD00283,1
CUST000106,PROD00408,1
CUST000106,PROD00493,1
CUST000107,PROD00444,1
CUST000108,PROD00046,1
CUST000108,PROD00130,1
CUST000108,PROD00163,1
CUST000108,PROD00275,1
CUST000108,PROD00477,1
CUST000110,PROD00148,1
CUST000111,PROD00057,1
CUST000111,PROD00068,1
CUST000111,PROD00096,1
CUST000111,PROD00103,1
CUST000111,PROD00147,1
CUST000111,PROD00173,1
CUST000111,PROD00174,1
CUST000111,PROD00229,1
CUST000111,PROD00257,1
CUST000111,PROD00436,1
CUST000112,PROD00002,1
CUST000112,PROD00011,1
CUST000112,PROD00046,1
CUST000112,PROD00054,1
CUST000112,PROD00070,1
CUST000112,PROD00163,1
CUST000112,PROD00187,1
CUST000112,PROD00212,1
CUST000112,PROD00221,1
CUST000112,PROD00282,1
CUST000112,PROD00341,1
CUST000112,PROD00342,1
CUST000112,PROD00370,1
CUST000112,PROD00383,1
CUST000112,PROD00397,1
CUST000112,PROD00420,1
CUST000113,PROD00084,1
CUST000113,PROD00103,1
CUST000113,PROD00164,1
CUST000113,PROD00183,1
CUST000113,PROD00192,1
CUST000113,PROD00216,1
CUST000113,PROD00245,1
CUST000113,PROD00249,1
CUST000113,PROD00262,1
CUST000113,PROD00377,1
CUST000113,PROD00478,1
CUST000114,PROD00216,1
CUST000114,PROD00320,1
CUST000114,PROD00327,1
CUST000114,PROD00352,1
CUST000114,PROD00353,1
CUST000116,PROD00064,1
CUST000116,PROD00210,1
CUST000116,PROD00298,1
CUST000116,PROD00345,1
CUST000116,PROD00409,1
CUST000116,PROD00426,1
CUST000117,PROD00017,1
CUST000117,PROD00105,1
CUST000117,PROD00113,1
CUST000117,PROD00120,1
CUST000117,PROD00172,1
CUST000117,PROD00219,1
CUST000117,PROD00334,1
CUST000117,PROD00363,1
CUST000117,PROD00407,1
CUST000118,PROD00069,1
CUST000118,PROD00116,1
CUST000118,PROD00157,1
CUST000118,PROD00372,1
CUST000118,PROD00443,1
CUST000118,PROD00447,1
CUST000119,PROD00004,1
CUST000119,PROD00023,1
CUST000119,PROD00079,1
CUST000119,PROD00083,1
CUST000119,PROD00102,1
CUST000119,PROD00116,1
CUST000119,PROD00266,1
CUST000119,PROD00347,1
CUST000119,PROD00374,1
CUST000119,PROD00410,1
CUST000120,PROD00043,1
CUST000120,PROD00082,1
CUST000120,PROD00128,1
CUST000120,PROD00197,1
CUST000120,PROD00211,1
CUST000120,PROD00218,1
CUST000120,PROD00245,1
CUST000120,PROD00250,1
CUST000120,PROD00287,1
CUST000120,PROD00304,1
CUST000120,PROD00337,1
CUST000120,PROD00349,1
CUST000120,PROD00374,1
CUST000120,PROD00416,1
CUST000121,PROD00100,1
CUST000121,PROD00189,1
CUST000121,PROD00341,1
CUST000123,PROD00003,1
CUST000123,PROD00135,1
CUST000123,PROD00348,1
CUST000123,PROD00360,1
CUST000123,PROD00414,1
CUST000123,PROD00490,1
CUST000124,PROD00015,1
CUST000124,PROD00293,1
CUST000124,PROD00455,1
CUST000125,PROD00005,1
CUST000125,PROD00046,1
CUST000125,PROD00148,1
CUST000125,PROD00179,1
CUST000125,PROD00317,1
CUST000125,PROD00318,1
CUST000126,PROD00019,1
CUST000126,PROD00035,1
CUST000126,PROD00048,1
CUST000126,PROD00060,1
CUST000126,PROD00104,1
CUST000126,PROD00169,1
CUST000126,PROD00203,1
CUST000126,PROD00371,1
CUST000126,PROD00373,1
CUST000126,PROD00430,1
CUST000126,PROD00497,1
CUST000127,PROD00097,1
CUST000127,PROD00200,1
CUST000127,PROD00302,1
CUST000127,PROD00331,1
CUST000128,PROD00008,1
CUST000128,PROD00081,1
CUST000128,PROD00095,1
CUST000128,PROD00113,1
CUST000128,PROD00207,1
CUST000128,PROD00254,1
CUST000128,PROD00266,1
CUST000128,PROD00267,1
CUST000128,PROD00309,1
CUST000128,PROD00327,1
CUST000129,PROD00250,1
CUST000129,PROD00323,1
CUST000129,PROD00476,1
CUST000130,PROD00001,1
CUST000130,PROD00050,1
CUST000130,PROD00234,1
CUST000130,PROD00241,1
CUST000130,PROD00242,1
CUST000130,PROD00253,1
CUST000130,PROD00334,1
CUST000130,PROD00450,1
CUST000131,PROD00228,1
CUST000131,PROD00270,1
CUST000131,PROD00313,1
CUST000131,PROD00382,1
CUST000132,PROD00083,1
CUST000132,PROD00084,1
CUST000132,PROD00383,1
CUST000132,PROD00410,1
CUST000132,PROD00411,1
CUST000132,PROD00435,1
CUST000132,PROD00461,1
CUST000132,PROD00477,1
CUST000133,PROD00050,1
CUST000133,PROD00076,1
CUST000133,PROD00121,1
CUST000133,PROD00222,1
CUST000133,PROD00252,1
CUST000133,PROD00265,1
CUST000133,PROD00310,1
CUST000133,PROD00332,1
CUST000133,PROD00355,1
CUST000133,PROD00427,1
CUST000133,PROD00463,1
CUST000133,PROD00467,1
CUST000133,PROD00481,1
CUST000133,PROD00498,1
CUST000134,PROD00095,1
CUST000134,PROD00214,1
CUST000134,PROD00350,1
CUST000135,PROD00037,1
CUST000135,PROD00076,1
CUST000135,PROD00271,1
CUST000135,PROD00290,1
CUST000135,PROD00365,1
CUST000135,PROD00371,1
CUST000135,PROD00436,1
CUST000135,PROD00476,1
CUST000136,PROD00022,1
CUST000136,PROD00029,1
CUST000136,PROD00115,1
CUST000136,PROD00172,1
CUST000136,PROD00211,1
CUST000136,PROD00222,1
CUST000136,PROD00306,1
CUST000136,PROD00377,1
CUST000136,PROD00435,1
CUST000137,PROD00012,1
CUST000137,PROD00104,1
CUST000137,PROD00130,1
CUST000137,PROD00277,1
CUST000137,PROD00330,1
CUST000139,PROD00026,1
CUST000139,PROD00307,1
CUST000139,PROD00480,1
CUST000140,PROD00007,1
CUST000140,PROD00128,1
CUST000140,PROD00202,1
CUST000140,PROD00261,1
CUST000140,PROD00440,1
CUST000140,PROD00445,1
CUST000141,PROD00098,1
CUST000141,PROD00112,1
CUST000141,PROD00146,1
CUST000141,PROD00156,1
CUST000141,PROD00221,1
CUST000141,PROD00300,1
CUST000141,PROD00397,1
CUST000141,PROD00417,1
CUST000141,PROD00493,1
CUST000142,PROD00025,1
CUST000142,PROD00061,1
CUST000142,PROD00108,1
CUST000142,PROD00113,1
CUST000142,PROD00171,1
CUST000142,PROD00177,1
CUST000142,PROD00227,1
CUST000142,PROD00261,1
CUST000142,PROD00274,1
CUST000142,PROD00346,1
CUST000142,PROD00398,1
CUST000142,PROD00462,1
CUST000143,PROD00079,1
CUST000143,PROD00081,1
CUST000143,PROD00177,1
CUST000143,PROD00360,1
CUST000144,PROD00008,1
CUST000144,PROD00241,1
CUST000144,PROD00446,1
CUST000144,PROD00499,1
CUST000145,PROD00062,1
CUST000145,PROD00079,1
CUST000145,PROD00113,1
CUST000145,PROD00150,1
CUST000145,PROD00157,1
CUST000145,PROD00167,1
CUST000145,PROD00173,1
CUST000145,PROD00309,1
CUST000145,PROD00311,1
CUST000145,PROD00405,1
CUST000145,PROD00466,1
CUST000145,PROD00490,1
CUST000146,PROD00006,1
CUST000146,PROD00189,1
CUST000146,PROD00194,1
CUST000146,PROD00198,1
CUST000146,PROD00298,1
CUST000146,PROD00328,1
CUST000146,PROD00331,1
CUST000146,PROD00478,1
CUST000147,PROD00245,1
CUST000147,PROD00320,1
CUST000147,PROD00355,1
CUST000147,PROD00385,1
CUST000148,PROD00318,1
CUST000148,PROD00455,1
CUST000148,PROD00500,1
CUST000149,PROD00117,1
CUST000149,PROD00198,1
CUST000149,PROD00324,1
CUST000150,PROD00041,1
CUST000150,PROD00073,1
CUST000150,PROD00194,1
CUST000150,PROD00326,1
CUST000150,PROD00336,1
CUST000150,PROD00337,1
CUST000150,PROD00338,1
CUST000150,PROD00369,1
CUST000150,PROD00487,1
CUST000151,PROD00126,1
CUST000151,PROD00213,1
CUST000151,PROD00247,1
CUST000151,PROD00274,1
CUST000151,PROD00281,1
CUST000151,PROD00401,1
CUST000151,PROD00417,1
CUST000151,PROD00452,1
CUST000152,PROD00154,1
CUST000153,PROD00256,1
CUST000153,PROD00404,1
CUST000153,PROD00469,1
CUST000154,PROD00131,1
CUST000155,PROD00113,1
CUST000155,PROD00142,1
CUST000155,PROD00143,1
CUST000155,PROD00149,1
CUST000155,PROD00239,1
CUST000156,PROD00070,1
CUST000156,PROD00147,1
CUST000156,PROD00161,1
CUST000156,PROD00192,1
CUST000156,PROD00414,1
CUST000156,PROD00446,1
CUST000158,PROD00033,1
CUST000158,PROD00126,1
CUST000158,PROD00135,1
CUST000158,PROD00273,1
CUST000158,PROD00367,1
CUST000158,PROD00402,1
CUST000158,PROD00407,1
CUST000158,PROD00449,1
CUST000159,PROD00126,1
CUST000159,PROD00191,1
CUST000159,PROD00210,1
CUST000159,PROD00295,1
CUST000159,PROD00302,1
CUST000159,PROD00344,1
CUST000159,PROD00377,1
CUST000159,PROD00415,1
CUST000160,PROD00163,1
CUST000161,PROD00066,1
CUST000161,PROD00257,1
CUST000161,PROD00320,1
CUST000161,PROD00391,1
CUST000161,PROD00405,1
CUST000161,PROD00457,1
CUST000162,PROD00018,1
CUST000162,PROD00176,1
CUST000162,PROD00382,1
CUST000163,PROD00138,1
CUST000163,PROD00151,1
CUST000163,PROD00331,1
CUST000163,PROD00386,1
CUST000163,PROD00431,1
CUST000163,PROD00435,1
CUST000163,PROD00460,1
CUST000163,PROD00467,1
CUST000164,PROD00021,1
CUST000164,PROD00059,1
CUST000164,PROD00067,1
CUST000164,PROD00134,1
CUST000164,PROD00175,1
CUST000164,PROD00189,1
CUST000164,PROD00205,1
CUST000164,PROD00211,1
CUST000164,PROD00291,1
CUST000164,PROD00449,1
CUST000165,PROD00075,1
CUST000165,PROD00106,1
CUST000165,PROD00221,1
CUST000165,PROD00263,1
CUST000165,PROD00467,1
CUST000166,PROD00003,1
CUST000166,PROD00059,1
